usuario,filme,nota
Critico_Generoso_033,Dolores Claiborne (1995),4.5
Critico_Generoso_033,Antichrist (2009),5.0
Critico_Generoso_033,HyperNormalisation (2016),4.0
Critico_Generoso_033,"Rules of the Game, The (La règle du jeu) (1939)",4.5
Critico_Generoso_033,Poison Ivy (1992),4.0
Critico_Generoso_033,Sex and Lucia (Lucía y el sexo) (2001),3.5
Critico_Generoso_033,In Time (2011),4.5
Critico_Generoso_033,Palookaville (1996),4.5
Critico_Generoso_033,Only Yesterday (Omohide poro poro) (1991),3.5
Critico_Generoso_033,Z (1969),4.5
Critico_Generoso_033,Fellini's Casanova (Il Casanova di Federico Fellini) (1976),4.5
Critico_Generoso_033,Exit Wounds (2001),4.5
Critico_Generoso_033,"Happy, Texas (1999)",3.5
Critico_Generoso_033,Shadowlands (1993),4.5
Critico_Generoso_033,Nicotina (2003),4.5
Critico_Generoso_033,Standoff (2016),4.0
Critico_Generoso_033,A Merry Friggin' Christmas (2014),4.0
Critico_Generoso_033,M. Butterfly (1993),4.5
Critico_Generoso_033,Mouchette (1967),5.0
Critico_Generoso_033,Son in Law (1993),4.5
Critico_Generoso_033,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)",5.0
Critico_Generoso_033,Up at the Villa (2000),4.0
Critico_Generoso_033,Super Troopers (2001),5.0
Critico_Generoso_033,People Will Talk (1951),5.0
Critico_Generoso_034,Georgia (1995),4.0
Critico_Generoso_034,Batman (1966),5.0
Critico_Generoso_034,"Limits of Control, The (2009)",5.0
Critico_Generoso_034,Little Giants (1994),4.5
Critico_Generoso_034,Billy Liar (1963),3.5
Critico_Generoso_034,Best Men (1997),5.0
Critico_Generoso_034,Orgazmo (1997),4.0
Critico_Generoso_034,27 Dresses (2008),5.0
Critico_Generoso_034,"Toxic Avenger, Part II, The (1989)",4.5
Critico_Generoso_034,The Cobbler (2015),5.0
Critico_Generoso_034,Striptease (1996),4.5
Critico_Generoso_034,Going the Distance (2010),4.5
Critico_Generoso_034,Flesh & Blood (1985),4.5
Critico_Generoso_034,Bread and Tulips (Pane e tulipani) (2000),4.0
Critico_Generoso_034,Say It Isn't So (2001),4.0
Critico_Generoso_034,Down by Law (1986),5.0
Critico_Generoso_034,Dr. No (1962),4.5
Critico_Generoso_034,"Relic, The (1997)",5.0
Critico_Generoso_034,"Sentinel, The (2006)",4.0
Critico_Generoso_034,They Call Me Trinity (1971),5.0
Critico_Generoso_034,"Business of Strangers, The (2001)",3.5
Critico_Generoso_034,Honeymoon (2014),4.0
Critico_Generoso_034,Bloody Sunday (2002),4.5
Critico_Generoso_034,RocknRolla (2008),4.5
Critico_Generoso_034,"F*ck You, Goethe 2 (2015)",4.0
Critico_Generoso_034,Protocol (1984),4.0
Critico_Generoso_034,"Ugly, The (1997)",4.0
Critico_Generoso_034,Drop Dead Fred (1991),5.0
Critico_Generoso_034,Win a Date with Tad Hamilton! (2004),4.5
Critico_Generoso_034,Paper Heart (2009),4.0
Critico_Generoso_035,Evil Dead II (Dead by Dawn) (1987),5.0
Critico_Generoso_035,Die Frauen von Ravensbrück (2005),3.5
Critico_Generoso_035,"Lion King, The (1994)",4.0
Critico_Generoso_035,The Maid's Room (2014),4.5
Critico_Generoso_035,Ju-on: The Grudge (2002),4.5
Critico_Generoso_035,Sunshine Cleaning (2008),4.0
Critico_Generoso_035,Sweet Liberty (1986),4.5
Critico_Generoso_035,Auntie Mame (1958),5.0
Critico_Generoso_035,On the Other Side of the Tracks (De l'autre côté du périph) (2012),4.0
Critico_Generoso_035,"Principal, The (1987)",4.0
Critico_Generoso_035,Dark Star (1974),4.5
Critico_Generoso_035,"Lives of Others, The (Das leben der Anderen) (2006)",4.0
Critico_Generoso_035,Kid's Story (2003),5.0
Critico_Generoso_035,"Keys to the House, The (Chiavi di casa, Le) (2004)",4.0
Critico_Generoso_035,Sherlock Holmes and Dr. Watson: Acquaintance (1979),4.5
Critico_Generoso_035,"Buddy Holly Story, The (1978)",3.5
Critico_Generoso_035,2010: The Year We Make Contact (1984),5.0
Critico_Generoso_035,Lumumba (2000),4.5
Critico_Generoso_035,"World According to Garp, The (1982)",5.0
Critico_Generoso_035,Judgment at Nuremberg (1961),5.0
Critico_Generoso_035,Blended (2014),5.0
Critico_Generoso_035,Red Dawn (1984),4.5
Critico_Generoso_035,Lammbock (2001),4.5
Critico_Generoso_035,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),3.5
Critico_Generoso_035,"Eye, The (Gin gwai) (Jian gui) (2002)",5.0
Critico_Generoso_035,Murder at 1600 (1997),4.5
Critico_Generoso_035,Gunga Din (1939),4.5
Critico_Generoso_035,Night of the Living Dead (1968),4.5
Critico_Generoso_035,Space Buddies (2009),4.0
Critico_Generoso_035,Rudy (1993),3.5
Critico_Generoso_036,Jabberwocky (1977),5.0
Critico_Generoso_036,Crocodile Dundee in Los Angeles (2001),4.5
Critico_Generoso_036,Venom (1982),5.0
Critico_Generoso_036,"Jackal, The (1997)",4.5
Critico_Generoso_036,Zelig (1983),4.5
Critico_Generoso_036,"Longest Yard, The (1974)",5.0
Critico_Generoso_036,Dummy (2002),4.5
Critico_Generoso_036,Dead Fury (2008),4.5
Critico_Generoso_036,Smokey and the Bandit II (1980),4.0
Critico_Generoso_036,"Fall, The (2006)",4.5
Critico_Generoso_036,"Day at the Races, A (1937)",5.0
Critico_Generoso_036,Calamity Jane (1953),4.0
Critico_Generoso_036,Comic Book: The Movie (2004),5.0
Critico_Generoso_036,Saved by the Bell: Hawaiian Style (1992),3.5
Critico_Generoso_036,Scream (1996),4.5
Critico_Generoso_036,Iron Man & Hulk: Heroes United (2013),5.0
Critico_Generoso_036,Nothing in Common (1986),4.0
Critico_Generoso_036,"Divorce, Le (2003)",4.5
Critico_Generoso_036,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",4.5
Critico_Generoso_036,The Void (2016),4.5
Critico_Generoso_036,Dragonheart 2: A New Beginning (2000),4.0
Critico_Generoso_036,"Kid, The (1921)",5.0
Critico_Generoso_036,"Evil Dead, The (1981)",5.0
Critico_Generoso_036,...And Justice for All (1979),5.0
Critico_Generoso_036,Why Him? (2016),4.0
Critico_Generoso_036,Hero (1992),4.5
Critico_Generoso_036,"Boys, The (1998)",4.5
Critico_Generoso_036,48 Hrs. (1982),4.0
Critico_Generoso_036,"Pianist, The (2002)",4.0
Critico_Generoso_036,"Guilt Trip, The (2012)",5.0
Critico_Generoso_037,Mutiny on the Bounty (1935),4.0
Critico_Generoso_037,About a Boy (2002),4.5
Critico_Generoso_037,Somewhere (2010),3.5
Critico_Generoso_037,"Life of Emile Zola, The (1937)",5.0
Critico_Generoso_037,The Death of Stalin (2017),4.5
Critico_Generoso_037,High Crimes (2002),4.5
Critico_Generoso_037,"Band's Visit, The (Bikur Ha-Tizmoret) (2007)",5.0
Critico_Generoso_037,Batman: Gotham Knight (2008),4.5
Critico_Generoso_037,Basic Instinct (1992),4.0
Critico_Generoso_037,The Rabbi's Cat (Le chat du rabbin) (2011),4.5
Critico_Generoso_037,Dogville (2003),5.0
Critico_Generoso_037,Breaking the Waves (1996),5.0
Critico_Generoso_037,Young Adult (2011),4.5
Critico_Generoso_037,Personal Velocity (2002),4.5
Critico_Generoso_037,The Raid: Redemption (2011),4.5
Critico_Generoso_037,"Maze Runner, The (2014)",4.5
Critico_Generoso_037,Romeo Must Die (2000),4.0
Critico_Generoso_037,The Wait (2015),4.5
Critico_Generoso_037,Iron Will (1994),5.0
Critico_Generoso_037,Summer Wars (Samâ wôzu) (2009),5.0
Critico_Generoso_037,Ben-hur (2016),4.0
Critico_Generoso_037,Denise Calls Up (1995),5.0
Critico_Generoso_037,Top Secret! (1984),3.5
Critico_Generoso_037,Shaft (2000),3.5
Critico_Generoso_037,Waiting for Guffman (1996),4.5
Critico_Generoso_037,Six-String Samurai (1998),5.0
Critico_Generoso_037,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",4.5
Critico_Generoso_037,Scenes From a Marriage (Scener ur ett äktenskap) (1973),4.5
Critico_Generoso_037,"Bank Dick, The (1940)",4.0
Critico_Generoso_037,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",4.0
Critico_Generoso_038,Killing Them Softly (2012),4.5
Critico_Generoso_038,Nobody Knows (Dare mo shiranai) (2004),3.5
Critico_Generoso_038,"Boy Who Could Fly, The (1986)",4.5
Critico_Generoso_038,Bill Cunningham New York (2011),4.0
Critico_Generoso_038,Maurice (1987),4.5
Critico_Generoso_038,"Girl with the Dragon Tattoo, The (2011)",4.5
Critico_Generoso_038,"Browning Version, The (1994)",3.5
Critico_Generoso_038,"In the blue sea, in the white foam. (1984)",5.0
Critico_Generoso_038,Quo Vadis (1951),4.5
Critico_Generoso_038,Bad Asses (Bad Ass 2) (2014),5.0
Critico_Generoso_038,Beethoven's 2nd (1993),4.5
Critico_Generoso_038,Videodrome (1983),4.5
Critico_Generoso_038,"Curse of Frankenstein, The (1957)",4.0
Critico_Generoso_038,Making Mr. Right (1987),5.0
Critico_Generoso_038,Love in the Afternoon (1957),4.5
Critico_Generoso_038,Bring It On: In It To Win It (2007),3.5
Critico_Generoso_038,All About Lily Chou-Chou (Riri Shushu no subete) (2001),5.0
Critico_Generoso_038,Are You Scared? (2006),4.0
Critico_Generoso_038,Fantastic Mr. Fox (2009),5.0
Critico_Generoso_038,"Age of Innocence, The (1993)",5.0
Critico_Generoso_038,Disclosure (1994),4.5
Critico_Generoso_038,How High (2001),3.5
Critico_Generoso_038,Kiss Me Deadly (1955),4.5
Critico_Generoso_038,Harriet the Spy (1996),4.5
Critico_Generoso_038,Life After Beth (2014),4.0
Critico_Generoso_038,Paradise (1982),5.0
Critico_Generoso_038,Body of Lies (2008),5.0
Critico_Generoso_038,Hiding Out (1987),5.0
Critico_Generoso_038,Swimming with Sharks (1995),5.0
Critico_Generoso_038,"O Brother, Where Art Thou? (2000)",4.5
Critico_Generoso_039,Star Trek: Nemesis (2002),5.0
Critico_Generoso_039,In the Name of the Father (1993),5.0
Critico_Generoso_039,Mystic River (2003),4.0
Critico_Generoso_039,Antonia's Line (Antonia) (1995),4.5
Critico_Generoso_039,Movie 43 (2013),4.5
Critico_Generoso_039,Return to Me (2000),4.5
Critico_Generoso_039,Charlie and the Chocolate Factory (2005),5.0
Critico_Generoso_039,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",4.5
Critico_Generoso_039,Dear Wendy (2005),4.5
Critico_Generoso_039,"Pervert's Guide to Cinema, The (2006)",4.5
Critico_Generoso_039,"Butcher Boy, The (1997)",4.5
Critico_Generoso_039,Torque (2004),4.5
Critico_Generoso_039,Sneakers (1992),5.0
Critico_Generoso_039,Wreck-It Ralph (2012),4.0
Critico_Generoso_039,The Edge of Seventeen (2016),3.5
Critico_Generoso_039,Once Upon a Time in America (1984),5.0
Critico_Generoso_039,Creep (2004),4.5
Critico_Generoso_039,Just Like Heaven (2005),5.0
Critico_Generoso_039,UHF (1989),5.0
Critico_Generoso_039,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),4.5
Critico_Generoso_039,Bad Words (2013),4.5
Critico_Generoso_039,Nuremberg (2000),5.0
Critico_Generoso_039,TMNT (Teenage Mutant Ninja Turtles) (2007),4.5
Critico_Generoso_039,"Animatrix, The (2003)",4.5
Critico_Generoso_039,Rosemary's Baby (1968),4.0
Critico_Generoso_039,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",5.0
Critico_Generoso_039,Unbelievable Adventures of Italians in Russia (1974),4.5
Critico_Generoso_039,Open Your Eyes (Abre los ojos) (1997),4.0
Critico_Generoso_039,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",3.5
Critico_Generoso_039,Vicky Cristina Barcelona (2008),4.0
Critico_Generoso_040,Mad Dog and Glory (1993),4.5
Critico_Generoso_040,Non-Stop (2014),4.0
Critico_Generoso_040,Aeon Flux (2005),5.0
Critico_Generoso_040,Plastic (2014),4.5
Critico_Generoso_040,High Rise (2015),4.5
Critico_Generoso_040,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),3.5
Critico_Generoso_040,Intermission (2003),4.0
Critico_Generoso_040,Dark Victory (1939),4.0
Critico_Generoso_040,"Human Centipede, The (First Sequence) (2009)",4.0
Critico_Generoso_040,"Wings of the Dove, The (1997)",3.5
Critico_Generoso_040,Die Hard: With a Vengeance (1995),5.0
Critico_Generoso_040,Skyfall (2012),4.5
Critico_Generoso_040,Stealing Rembrandt (Rembrandt) (2003),4.0
Critico_Generoso_040,It's My Party (1996),4.5
Critico_Generoso_040,Hilary and Jackie (1998),4.5
Critico_Generoso_040,"Adventures of Baron Munchausen, The (1988)",4.0
Critico_Generoso_040,Akeelah and the Bee (2006),4.5
Critico_Generoso_040,Parental Guidance (2012),5.0
Critico_Generoso_040,Red Tails (2012),3.5
Critico_Generoso_040,"Sword in the Stone, The (1963)",4.0
Critico_Generoso_040,Sugar & Spice (2001),4.5
Critico_Generoso_040,Intervista (1987),3.5
Critico_Generoso_040,"Story of Us, The (1999)",4.5
Critico_Generoso_040,Nine Months (1995),3.5
Critico_Generoso_040,"Juror, The (1996)",4.0
Critico_Generoso_040,Walled In (2009),4.5
Critico_Generoso_040,"Rookie, The (2002)",4.5
Critico_Generoso_040,Shadow of a Doubt (1943),4.5
Critico_Generoso_040,"Time Machine, The (1960)",4.0
Critico_Generoso_040,Cool Hand Luke (1967),4.5
Critico_Generoso_041,"Italian Job, The (2003)",4.0
Critico_Generoso_041,Sweet November (2001),3.5
Critico_Generoso_041,"Blood of Heroes, The (Salute of the Jugger, The) (1989)",5.0
Critico_Generoso_041,Mary Shelley's Frankenstein (Frankenstein) (1994),5.0
Critico_Generoso_041,Belly (1998),3.5
Critico_Generoso_041,"Bittersweet Life, A (Dalkomhan insaeng) (2005)",4.5
Critico_Generoso_041,Vacation (2015),3.5
Critico_Generoso_041,Inside Job (2010),5.0
Critico_Generoso_041,Vera Drake (2004),4.0
Critico_Generoso_041,13 Ghosts (1960),4.5
Critico_Generoso_041,"Music Man, The (1962)",4.5
Critico_Generoso_041,Knock Knock (2015),4.5
Critico_Generoso_041,Bad Lieutenant: Port of Call New Orleans (2009),4.0
Critico_Generoso_041,"Four Musketeers, The (1974)",4.0
Critico_Generoso_041,High Art (1998),4.5
Critico_Generoso_041,"F*ck You, Goethe 2 (2015)",4.0
Critico_Generoso_041,"Zed & Two Noughts, A (1985)",4.0
Critico_Generoso_041,"Tale of Princess Kaguya, The (Kaguyahime no monogatari) (2013)",5.0
Critico_Generoso_041,How to Succeed in Business Without Really Trying (1967),4.5
Critico_Generoso_041,Chain Reaction (1996),4.5
Critico_Generoso_041,Stage Beauty (2004),4.5
Critico_Generoso_041,Dinner for Schmucks (2010),5.0
Critico_Generoso_041,Fullmetal Alchemist: The Sacred Star of Milos (2011),5.0
Critico_Generoso_041,Crocodile Dundee II (1988),4.0
Critico_Generoso_041,Fist Fight (2017),5.0
Critico_Generoso_041,Year of the Horse (1997),5.0
Critico_Generoso_041,Chappie (2015),4.5
Critico_Generoso_041,13 Going on 30 (2004),4.0
Critico_Generoso_041,Sully (2016),4.5
Critico_Generoso_041,Miss Congeniality (2000),3.5
Critico_Generoso_042,Howl (2010),5.0
Critico_Generoso_042,Indiana Jones and the Temple of Doom (1984),4.5
Critico_Generoso_042,Wicked City (Yôjû toshi) (1987),5.0
Critico_Generoso_042,"Babe, The (1992)",5.0
Critico_Generoso_042,Mr. Jealousy (1997),3.5
Critico_Generoso_042,Confessions of a Teenage Drama Queen (2004),4.0
Critico_Generoso_042,Gung Ho (1986),4.5
Critico_Generoso_042,Holiday (Jour de fête) (1949),4.0
Critico_Generoso_042,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",4.5
Critico_Generoso_042,Mr. Deeds Goes to Town (1936),5.0
Critico_Generoso_042,Can't Stop the Music (1980),5.0
Critico_Generoso_042,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979),4.0
Critico_Generoso_042,"Mirror, The (Zerkalo) (1975)",4.5
Critico_Generoso_042,Atomic Blonde (2017),4.5
Critico_Generoso_042,"Kid, The (2000)",5.0
Critico_Generoso_042,Memoirs of a Geisha (2005),5.0
Critico_Generoso_042,Groundhog Day (1993),4.5
Critico_Generoso_042,"Fountain, The (2006)",5.0
Critico_Generoso_042,"Mudge Boy, The (2003)",4.0
Critico_Generoso_042,Victory (a.k.a. Escape to Victory) (1981),5.0
Critico_Generoso_042,Feds (1988),3.0
Critico_Generoso_042,Fantastic Four (2005),4.0
Critico_Generoso_042,Knights of Badassdom (2013),5.0
Critico_Generoso_042,Obsession (1965),5.0
Critico_Generoso_042,"Town, The (2010)",4.5
Critico_Generoso_042,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),5.0
Critico_Generoso_042,Animal House (1978),3.5
Critico_Generoso_042,DC Super Hero Girls: Hero of the Year (2016),3.5
Critico_Generoso_042,Gone (2012),4.5
Critico_Generoso_042,Grumpy Old Men (1993),4.0
Critico_Generoso_043,Poltergeist II: The Other Side (1986),5.0
Critico_Generoso_043,Fitzcarraldo (1982),4.5
Critico_Generoso_043,Cat's Eye (1985),4.0
Critico_Generoso_043,Hard-Boiled (Lat sau san taam) (1992),3.5
Critico_Generoso_043,"Decline of Western Civilization Part II: The Metal Years, The (1988)",5.0
Critico_Generoso_043,"Safety of Objects, The (2001)",4.0
Critico_Generoso_043,Gun Shy (2000),5.0
Critico_Generoso_043,Hustle & Flow (2005),4.5
Critico_Generoso_043,Birdman of Alcatraz (1962),4.5
Critico_Generoso_043,Gleaming the Cube (1989),5.0
Critico_Generoso_043,PK (2014),5.0
Critico_Generoso_043,"Loss of Sexual Innocence, The (1999)",4.5
Critico_Generoso_043,Poison Ivy II (1996),4.5
Critico_Generoso_043,Rescue Dawn (2006),4.0
Critico_Generoso_043,Amityville II: The Possession (1982),5.0
Critico_Generoso_043,Maps to the Stars (2014),3.5
Critico_Generoso_043,College (1927),4.5
Critico_Generoso_043,Voyage to the Bottom of the Sea (1961),4.0
Critico_Generoso_043,Stuart Little (1999),4.5
Critico_Generoso_043,Boogeyman (2005),4.5
Critico_Generoso_043,Gardens of Stone (1987),4.0
Critico_Generoso_043,"School of Flesh, The (École de la chair, L') (1998)",4.0
Critico_Generoso_043,Rise of the Planet of the Apes (2011),4.0
Critico_Generoso_043,Letters to Juliet (2010),5.0
Critico_Generoso_043,Rize (2005),4.5
Critico_Generoso_043,In Bruges (2008),4.5
Critico_Generoso_043,"Duellists, The (1977)",4.0
Critico_Generoso_043,Mirrors (2008),4.5
Critico_Generoso_043,Moll Flanders (1996),4.5
Critico_Generoso_043,Short Term 12 (2013),4.5
Critico_Generoso_044,Pale Rider (1985),4.0
Critico_Generoso_044,One Fine Day (1996),4.5
Critico_Generoso_044,Problem Child 2 (1991),5.0
Critico_Generoso_044,Snow Dogs (2002),4.0
Critico_Generoso_044,"Invention of Lying, The (2009)",5.0
Critico_Generoso_044,Futureworld (1976),4.5
Critico_Generoso_044,"Shape of Things, The (2003)",3.5
Critico_Generoso_044,"Hitch Hikers Guide to the Galaxy, The (1981)",4.5
Critico_Generoso_044,The Devil's Advocate (1997),3.5
Critico_Generoso_044,Friends with Kids (2011),4.0
Critico_Generoso_044,Live and Let Die (1973),5.0
Critico_Generoso_044,Song of the Thin Man (1947),4.5
Critico_Generoso_044,"Purge: Anarchy, The (2014)",4.5
Critico_Generoso_044,Camille (1936),4.0
Critico_Generoso_044,Gregory's Girl (1981),4.0
Critico_Generoso_044,Quiz Show (1994),5.0
Critico_Generoso_044,The Brain (1969),4.5
Critico_Generoso_044,Liquid Truth (2017),4.0
Critico_Generoso_044,Venus (2006),4.5
Critico_Generoso_044,Percy Jackson & the Olympians: The Lightning Thief (2010),5.0
Critico_Generoso_044,Welcome to Dongmakgol (2005),4.0
Critico_Generoso_044,Sharkwater (2006),5.0
Critico_Generoso_044,Pirates of the Caribbean: On Stranger Tides (2011),4.0
Critico_Generoso_044,"Return of Jafar, The (1994)",4.5
Critico_Generoso_044,Random Hearts (1999),4.5
Critico_Generoso_044,Identity Thief (2013),5.0
Critico_Generoso_044,Stan Helsing (2009),4.0
Critico_Generoso_044,"Fighting Seabees, The (1944)",3.5
Critico_Generoso_044,Animal House (1978),4.0
Critico_Generoso_044,"Batman/Superman Movie, The (1998)",4.5
Critico_Generoso_045,License to Drive (1988),4.5
Critico_Generoso_045,How to Train Your Dragon 2 (2014),4.5
Critico_Generoso_045,Fury (2014),5.0
Critico_Generoso_045,Metropolitan (1990),5.0
Critico_Generoso_045,Stander (2003),4.5
Critico_Generoso_045,"Human Condition III, The (Ningen no joken III) (1961)",4.0
Critico_Generoso_045,Dead Man's Shoes (2004),5.0
Critico_Generoso_045,Bernie (1996),4.0
Critico_Generoso_045,Sidewalks of New York (2001),5.0
Critico_Generoso_045,"Snake Pit, The (1948)",4.5
Critico_Generoso_045,Hang 'Em High (1968),4.0
Critico_Generoso_045,Paddington 2 (2017),5.0
Critico_Generoso_045,"Shaggy Dog, The (2006)",4.5
Critico_Generoso_045,Smiling Fish and Goat on Fire (1999),4.5
Critico_Generoso_045,Six-String Samurai (1998),5.0
Critico_Generoso_045,"Killing Fields, The (1984)",4.5
Critico_Generoso_045,I Do: How to Get Married and Stay Single (Prête-moi ta main) (2006),4.5
Critico_Generoso_045,"Thousand Clowns, A (1965)",4.5
Critico_Generoso_045,Just Friends (2005),4.0
Critico_Generoso_045,One Fine Day (1996),3.0
Critico_Generoso_045,Saw VII 3D - The Final Chapter (2010),4.5
Critico_Generoso_045,Night Flier (1997),4.5
Critico_Generoso_045,Berlin Calling (2008),4.5
Critico_Generoso_045,Wild Bill (1995),3.5
Critico_Generoso_045,Aqua Teen Hunger Force Colon Movie Film for Theaters (2007),4.0
Critico_Generoso_045,Shortbus (2006),4.5
Critico_Generoso_045,Confessions (Kokuhaku) (2010),4.0
Critico_Generoso_045,Iron Man & Hulk: Heroes United (2013),4.0
Critico_Generoso_045,Kid's Story (2003),5.0
Critico_Generoso_045,Care Bears Movie II: A New Generation (1986),4.0
Critico_Ranzinza_046,Spies Like Us (1985),2.5
Critico_Ranzinza_046,Fire Down Below (1997),2.0
Critico_Ranzinza_046,The Falcon and the Snowman (1985),2.0
Critico_Ranzinza_046,Moulin Rouge (2001),1.5
Critico_Ranzinza_046,What's Eating Gilbert Grape (1993),2.5
Critico_Ranzinza_046,"Midnight Clear, A (1992)",3.0
Critico_Ranzinza_046,An Amazing Couple (2002),2.5
Critico_Ranzinza_046,Aileen: Life and Death of a Serial Killer (2003),1.5
Critico_Ranzinza_046,America's Sweethearts (2001),2.5
Critico_Ranzinza_046,"Atomic Submarine, The (1959)",1.5
Critico_Ranzinza_046,Omega Doom (1996),2.5
Critico_Ranzinza_046,Drive Hard (2014),1.5
Critico_Ranzinza_046,Into the Forest (2015),2.5
Critico_Ranzinza_046,Babes in Toyland (1961),2.0
Critico_Ranzinza_046,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),2.0
Critico_Ranzinza_046,"Like Father, Like Son (1987)",2.0
Critico_Ranzinza_046,Crash (2004),2.0
Critico_Ranzinza_046,We're No Angels (1989),1.5
Critico_Ranzinza_046,Leatherheads (2008),1.0
Critico_Ranzinza_046,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),2.0
Critico_Ranzinza_046,"Black Sabbath (Tre volti della paura, I) (1963)",2.0
Critico_Ranzinza_046,In Too Deep (1999),1.5
Critico_Ranzinza_046,Man of Aran (1934),1.5
Critico_Ranzinza_046,Sunrise: A Song of Two Humans (1927),1.5
Critico_Ranzinza_046,Police Academy 2: Their First Assignment (1985),1.5
Critico_Ranzinza_046,Never Been Kissed (1999),1.5
Critico_Ranzinza_046,Sleepers (1996),1.0
Critico_Ranzinza_046,Demolition Man (1993),2.0
Critico_Ranzinza_046,Ocean's Thirteen (2007),3.0
Critico_Ranzinza_046,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),1.5
Critico_Ranzinza_047,The Return of Don Camillo (1953),2.0
Critico_Ranzinza_047,Waitress (2007),1.5
Critico_Ranzinza_047,Tekkonkinkreet (Tekkon kinkurîto) (2006),2.0
Critico_Ranzinza_047,Unknown (2006),2.0
Critico_Ranzinza_047,Nuremberg (2000),1.0
Critico_Ranzinza_047,Ghoulies II (1987),1.5
Critico_Ranzinza_047,Cemetery Junction (2010),2.0
Critico_Ranzinza_047,"Wings of the Dove, The (1997)",3.0
Critico_Ranzinza_047,Umberto D. (1952),2.0
Critico_Ranzinza_047,"Red Violin, The (Violon rouge, Le) (1998)",2.5
Critico_Ranzinza_047,"Original Kings of Comedy, The (2000)",2.0
Critico_Ranzinza_047,54 (1998),3.0
Critico_Ranzinza_047,Travels of an Ant (1983),2.5
Critico_Ranzinza_047,Annabelle: Creation (2017),1.5
Critico_Ranzinza_047,Hannibal Rising (2007),1.5
Critico_Ranzinza_047,"Adventures of Huck Finn, The (1993)",1.0
Critico_Ranzinza_047,Cujo (1983),3.0
Critico_Ranzinza_047,"Forgotten, The (2004)",1.5
Critico_Ranzinza_047,Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005),1.5
Critico_Ranzinza_047,Street Fighter (1994),2.0
Critico_Ranzinza_047,Carnosaur (1993),2.0
Critico_Ranzinza_047,Madonna: Truth or Dare (1991),2.0
Critico_Ranzinza_047,I Am Number Four (2011),2.0
Critico_Ranzinza_047,This Is Where I Leave You (2014),2.0
Critico_Ranzinza_047,"Safety of Objects, The (2001)",2.0
Critico_Ranzinza_047,"Jerk, The (1979)",2.0
Critico_Ranzinza_047,"Pyromaniac's Love Story, A (1995)",2.0
Critico_Ranzinza_047,"Sum of All Fears, The (2002)",1.5
Critico_Ranzinza_047,Highlander (1986),2.0
Critico_Ranzinza_047,Confessions (Kokuhaku) (2010),2.0
Critico_Ranzinza_048,Night Watch (Nochnoy dozor) (2004),1.5
Critico_Ranzinza_048,"People That Time Forgot, The (1977)",2.5
Critico_Ranzinza_048,The Scorpion King (2002),1.5
Critico_Ranzinza_048,Find Me Guilty (2006),2.5
Critico_Ranzinza_048,"Dinner Game, The (Dîner de cons, Le) (1998)",1.5
Critico_Ranzinza_048,Dawn of the Dead (1978),2.0
Critico_Ranzinza_048,Two Mules for Sister Sara (1970),2.5
Critico_Ranzinza_048,"Ref, The (1994)",1.0
Critico_Ranzinza_048,Tom and Jerry: A Nutcracker Tale (2007),2.5
Critico_Ranzinza_048,Other People's Money (1991),1.5
Critico_Ranzinza_048,Piglet's Big Movie (2003),2.0
Critico_Ranzinza_048,"Sugarland Express, The (1974)",1.5
Critico_Ranzinza_048,American Psycho II: All American Girl (2002),2.0
Critico_Ranzinza_048,Shortbus (2006),2.5
Critico_Ranzinza_048,Gilda (1946),1.5
Critico_Ranzinza_048,Dead Poets Society (1989),2.0
Critico_Ranzinza_048,Kinsey (2004),2.5
Critico_Ranzinza_048,Mon oncle d'Amérique (1980),2.5
Critico_Ranzinza_048,Battle Planet (2008),2.5
Critico_Ranzinza_048,To Grandmother's House We Go (1992),2.0
Critico_Ranzinza_048,"Gauntlet, The (1977)",3.5
Critico_Ranzinza_048,"Terminator, The (1984)",2.0
Critico_Ranzinza_048,"Devil Wears Prada, The (2006)",2.0
Critico_Ranzinza_048,Tammy (2014),2.5
Critico_Ranzinza_048,Extreme Measures (1996),1.5
Critico_Ranzinza_048,Heart and Souls (1993),0.5
Critico_Ranzinza_048,3 Ninjas Knuckle Up (1995),1.5
